"mz","time","MatchCategory","theoretical.mz","chemical_ID","Name","Formula","MonoisotopicMass","Adduct","ISgroup","Module_RTclust","time.y","mean_int_vec","MD"
698.28956,444.9,"Multiple",698.28592,"Formula_8520","TG(20:024:022:5(4Z7Z10Z13Z16Z))","C69H124O6",1048.9397917,"2M-3H","ISgroup_16_3_29","16_3",444.9,6617.6,0.29
675.44041,680.8,"Multiple",675.43812,"Formula_8523","Ganglioside GA1 (d18:125:0)","C69H128N2O23",1352.890788412,"M-2H","ISgroup_16_3_45","16_3",680.8,7764.4,0.44
675.44147,571.7,"Multiple",675.43812,"Formula_8523","Ganglioside GA1 (d18:125:0)","C69H128N2O23",1352.890788412,"M-2H","ISgroup_16_3_45","16_3",571.7,13522.5,0.441
702.32045,491.9,"Multiple",702.31722,"Formula_8525","TG(18:024:1(15Z)24:1(15Z))","C69H130O6",1054.986741892,"2M-3H","ISgroup_16_3_33","16_3",491.9,91774.7,0.32
689.17269,599.6,"Multiple",689.17713,"Formula_853","(S)-a-Amino-25-dihydro-5-oxo-4-isoxazolepropanoic acid N2-glucoside","C12H18N2O9",334.101230184,"2M-2H+Na","ISgroup_16_3_18","16_3",599.6,13027.8,0.173
254.08641,417.7,"Multiple",254.08478,"Formula_8536","1-(Hydroxymethyl)-55-dimethyl-24-imidazolidinedione","C6H10N2O3",158.069142196,"3M-H+Cl","ISgroup_16_3_9","16_3",417.7,11788.8,0.086
396.13793,241.9,"Multiple",396.13721,"Formula_8538","L-beta-aspartyl-L-glycine ","C6H10N2O5",190.05897144,"2M-2H+NH4","ISgroup_16_3_14","16_3",241.9,3728.1,0.138
514.30482,435.3,"Multiple",514.30935,"Formula_8539","Cyromazine","C6H10N6",166.09669435,"3M-2H+NH4","ISgroup_16_3_31","16_3",435.3,23311.6,0.305
485.21019,599.6,"Multiple",485.20594,"Formula_854","(4-Hydroxybenzoyl)choline","C12H18NO3",224.128668447,"2M-2H+K","ISgroup_16_3_22","16_3",599.6,22983.4,0.21
363.17698,541.4,"Multiple",363.17594,"Formula_8540","Dacarbazine","C6H10N6O",182.091608972,"2M-H","ISgroup_16_3_18","16_3",541.4,5225.5,0.177
545.26842,472.6,"Multiple",545.26755,"Formula_8540","Dacarbazine","C6H10N6O",182.091608972,"3M-H","ISgroup_16_3_27","16_3",472.6,7667.8,0.268
581.24043,334.7,"Multiple",581.24423,"Formula_8540","Dacarbazine","C6H10N6O",182.091608972,"3M+Cl","ISgroup_16_3_25","16_3",334.7,8989.2,0.24
227.1286,317.7,"Multiple",227.12888,"Formula_8542","Delta-Hexanolactone","C6H10O2",114.068079564,"2M-H","ISgroup_16_3_13","16_3",317.7,28620.1,0.129
265.0845,235.2,"Multiple",265.08477,"Formula_8542","Delta-Hexanolactone","C6H10O2",114.068079564,"2M-2H+K","ISgroup_16_3_9","16_3",235.2,7874.8,0.084
363.17698,541.4,"Multiple",363.1789,"Formula_8542","Delta-Hexanolactone","C6H10O2",114.068079564,"3M-2H+Na","ISgroup_16_3_18","16_3",541.4,5225.5,0.177
129.0559,87.1,"Multiple",129.05572,"Formula_8545","2-Methyl-3-ketovaleric acid","C6H10O3",130.062994186,"3M-3H","ISgroup_16_3_6","16_3",87.1,1067362.4,0.056
129.0559,87.1,"Multiple",129.05572,"Formula_8545","2-Methyl-3-ketovaleric acid","C6H10O3",130.062994186,"M-H","ISgroup_16_3_6","16_3",87.1,1067362.4,0.056
129.0559,87.1,"Multiple",129.05572,"Formula_8545","2-Methyl-3-ketovaleric acid","C6H10O3",130.062994186,"2M-2H","ISgroup_16_3_6","16_3",87.1,1067362.4,0.056
297.07442,333.4,"Multiple",297.07459,"Formula_8545","2-Methyl-3-ketovaleric acid","C6H10O3",130.062994186,"2M-2H+K","ISgroup_16_3_8","16_3",333.4,5635.2,0.074
425.16262,571.7,"Multiple",425.15838,"Formula_8545","2-Methyl-3-ketovaleric acid","C6H10O3",130.062994186,"3M+Cl","ISgroup_16_3_17","16_3",571.7,21627,0.163
177.12805,273.4,"Multiple",177.12849,"Formula_855","Propofol","C12H18O",178.135765198,"3M-3H","ISgroup_16_3_13","16_3",273.4,5618.2,0.128
177.12805,273.4,"Multiple",177.12849,"Formula_855","Propofol","C12H18O",178.135765198,"2M-2H","ISgroup_16_3_13","16_3",273.4,5618.2,0.128
177.12805,273.4,"Multiple",177.12849,"Formula_855","Propofol","C12H18O",178.135765198,"M-H","ISgroup_16_3_13","16_3",273.4,5618.2,0.128
555.38576,539.6,"Multiple",555.38196,"Formula_855","Propofol","C12H18O",178.135765198,"3M-2H+Na","ISgroup_16_3_39","16_3",539.6,18733,0.386
297.03799,237.7,"Multiple",297.03908,"Formula_8554","2-(Methylthio)methyl-2-butenal","C6H10OS",130.045235632,"2M-2H+K","ISgroup_16_3_4","16_3",237.7,48326.3,0.038
858.6781,740.9,"Multiple",858.68063,"Formula_8561","Di-2-propenyl hexasulfide","C6H10S6",273.91067446,"3M-2H+K","ISgroup_16_3_68","16_3",740.9,381628.3,0.678
933.67649,572.3,"Multiple",933.66751,"Formula_8562","Di-2-propenyl heptasulfide","C6H10S7",305.88274515,"3M-2H+NH4","ISgroup_16_3_68","16_3",572.3,3837.2,0.676
952.62447,572.9,"Multiple",952.61764,"Formula_8562","Di-2-propenyl heptasulfide","C6H10S7",305.88274515,"3M+Cl","ISgroup_16_3_63","16_3",572.9,4649.6,0.624
274.98559,87.5,"Multiple",274.98408,"Formula_8563","D-Erythro-imidazole-glycerol-phosphate","C6H11N2O6P",238.035472606,"M+K-2H","ISgroup_16_3_99","16_3",87.5,29326.6,0.986
274.98559,87.5,"Multiple",274.98408,"Formula_8563","D-Erythro-imidazole-glycerol-phosphate","C6H11N2O6P",238.035472606,"M-2H+K","ISgroup_16_3_99","16_3",87.5,29326.6,0.986
345.15551,258.9,"Multiple",345.15281,"Formula_8566","2-Oxoarginine","C6H11N3O3",173.080041233,"2M-H","ISgroup_16_3_16","16_3",258.9,13708.7,0.156
130.06601,218.9,"Multiple",130.06513,"Formula_8568","25-Dihydro-245-trimethyloxazole","C6H11NO",113.084063979,"2M-H+Cl","ISgroup_16_3_7","16_3",218.9,8323.5,0.066
376.19965,366.2,"Multiple",376.2008,"Formula_8568","25-Dihydro-245-trimethyloxazole","C6H11NO",113.084063979,"3M-2H+K","ISgroup_16_3_20","16_3",366.2,3644.1,0.2
408.2102,270.4,"Multiple",408.2116,"Formula_8569","Pipecolic acid","C6H11NO2",129.078978601,"3M-2H+Na","ISgroup_16_3_22","16_3",270.4,16322.2,0.21
327.09857,332.2,"Multiple",327.09639,"Formula_8572","Isobutyrylglycine","C6H11NO3",145.073893223,"2M-2H+K","ISgroup_16_3_10","16_3",332.2,6031.9,0.099
482.09019,229.8,"Multiple",482.0926,"Formula_8578","Erucin","C6H11NS2",161.033290737,"3M-H","ISgroup_16_3_10","16_3",229.8,2498.9,0.09
564.0329,513.6,"Multiple",564.03724,"Formula_8579","D-Glucuronic acid 1-phosphate","C6H11O10P",274.008983084,"2M-2H+NH4","ISgroup_16_3_4","16_3",513.6,4203.9,0.033
387.25273,365,"Multiple",387.25408,"Formula_858","4-Hydroxypropofol","C12H18O2",194.13067982,"2M-H","ISgroup_16_3_26","16_3",365,3456.1,0.253
617.36475,500.3,"Multiple",617.36144,"Formula_858","4-Hydroxypropofol","C12H18O2",194.13067982,"3M+Cl","ISgroup_16_3_37","16_3",500.3,41578.1,0.365
215.12863,309.8,"Multiple",215.12754,"Formula_8586","4-Amino-1-piperidinecarboxylic acid","C6H12N2O2",144.089877638,"3M-2H","ISgroup_16_3_13","16_3",309.8,20255,0.129
431.25877,588.1,"Multiple",431.26236,"Formula_8586","4-Amino-1-piperidinecarboxylic acid","C6H12N2O2",144.089877638,"3M-H","ISgroup_16_3_26","16_3",588.1,6624.5,0.259
205.01118,238.3,"Multiple",205.01054,"Formula_8589","Cysteinyl-Cysteine","C6H12N2O3S2",224.02893364,"M-H2O-H","ISgroup_16_3_2","16_3",238.3,10475.3,0.011
451.20198,291.6,"Multiple",451.19823,"Formula_859","3-(2-Methyl-3-furanyl)thio-4-heptanone","C12H18O2S",226.10275051,"2M-H","ISgroup_16_3_21","16_3",291.6,3122.3,0.202
351.15352,197.6,"Multiple",351.15214,"Formula_8590","Alanyl-Serine","C6H12N2O4",176.079706882,"2M-H","ISgroup_16_3_16","16_3",197.6,3176.8,0.154
373.1318,541.4,"Multiple",373.13408,"Formula_8590","Alanyl-Serine","C6H12N2O4",176.079706882,"2M-2H+Na","ISgroup_16_3_14","16_3",541.4,3029.1,0.132
383.14202,468,"Multiple",383.14197,"Formula_8595","Serinyl-Serine","C6H12N2O5",192.074621504,"2M-H","ISgroup_16_3_15","16_3",468,14799,0.142
419.04956,460.7,"Multiple",419.04761,"Formula_8596","N-Nitrosothialdine","C6H12N2OS2",192.039104396,"2M+Cl","ISgroup_16_3_5","16_3",460.7,13764,0.05
205.06956,186.7,"Multiple",205.06823,"Formula_8598","Thiotepa","C6H12N3PS",189.048954601,"M-2H+NH4","ISgroup_16_3_7","16_3",186.7,9643.2,0.07
157.08681,289.8,"Multiple",157.08726,"Formula_8599","Metenamine","C6H12N4",140.106196404,"2M-H+Cl","ISgroup_16_3_9","16_3",289.8,29499,0.087
296.23068,598.4,"Multiple",296.23166,"Formula_8599","Metenamine","C6H12N4",140.106196404,"2M-2H+NH4","ISgroup_16_3_24","16_3",598.4,2944.9,0.231
315.18073,341.3,"Multiple",315.18179,"Formula_8599","Metenamine","C6H12N4",140.106196404,"2M+Cl","ISgroup_16_3_19","16_3",341.3,7939.2,0.181
191.10763,283.7,"Multiple",191.1072,"Formula_860","Jasmonic acid","C12H18O3",210.125594442,"M-H2O-H","ISgroup_16_3_11","16_3",283.7,54692.3,0.108
455.2195,599,"Multiple",455.22059,"Formula_860","Jasmonic acid","C12H18O3",210.125594442,"2M+Cl","ISgroup_16_3_22","16_3",599,3936.8,0.219
457.1994,588.1,"Multiple",457.19979,"Formula_860","Jasmonic acid","C12H18O3",210.125594442,"2M-2H+K","ISgroup_16_3_20","16_3",588.1,5779.3,0.199
299.25876,577.8,"Multiple",299.25917,"Formula_8600","3-Hexanone","C6H12O",100.088815006,"3M-H","ISgroup_16_3_26","16_3",577.8,54069.8,0.259
321.2429,525.1,"Multiple",321.24111,"Formula_8600","3-Hexanone","C6H12O",100.088815006,"3M-2H+Na","ISgroup_16_3_25","16_3",525.1,6389.9,0.243
191.10763,283.7,"Multiple",191.10666,"Formula_8601","Caproic acid","C6H12O2",116.083729628,"3M-H+Cl","ISgroup_16_3_11","16_3",283.7,54692.3,0.108
347.24261,323.1,"Multiple",347.24391,"Formula_8601","Caproic acid","C6H12O2",116.083729628,"3M-H","ISgroup_16_3_25","16_3",323.1,2602.7,0.243
397.00299,102.6,"Multiple",397.00435,"Formula_8603","25-Dimethyl-14-dithiane-25-diol","C6H12O2S2",180.027871008,"2M-2H+K","ISgroup_16_3_1","16_3",102.6,60687.2,0.003
131.07152,143,"Multiple",131.07137,"Formula_8604","2-Hydroxy-3-methylpentanoic acid","C6H12O3",132.07864425,"M-H","ISgroup_16_3_8","16_3",143,31562.3,0.072
131.07152,143,"Multiple",131.07137,"Formula_8604","2-Hydroxy-3-methylpentanoic acid","C6H12O3",132.07864425,"2M-2H","ISgroup_16_3_8","16_3",143,31562.3,0.072
131.07152,143,"Multiple",131.07137,"Formula_8604","2-Hydroxy-3-methylpentanoic acid","C6H12O3",132.07864425,"3M-3H","ISgroup_16_3_8","16_3",143,31562.3,0.072
129.0559,87.1,"Multiple",129.05517,"Formula_8605","Mevalonic acid","C6H12O4",148.073558872,"M-H2O-H","ISgroup_16_3_6","16_3",87.1,1067362.4,0.056
165.05559,167.3,"Multiple",165.05462,"Formula_8605","Mevalonic acid","C6H12O4",148.073558872,"2M-H+Cl","ISgroup_16_3_6","16_3",167.3,30304.3,0.056
239.09266,335.3,"Multiple",239.0914,"Formula_8605","Mevalonic acid","C6H12O4",148.073558872,"3M-H+Cl","ISgroup_16_3_10","16_3",335.3,281813.4,0.093
257.0793,283.7,"Multiple",257.07974,"Formula_8605","Mevalonic acid","C6H12O4",148.073558872,"3M+2Cl","ISgroup_16_3_8","16_3",283.7,13240.6,0.079
443.20959,271.6,"Multiple",443.2134,"Formula_8605","Mevalonic acid","C6H12O4",148.073558872,"3M-H","ISgroup_16_3_21","16_3",271.6,5299.1,0.21
465.1924,309.2,"Multiple",465.19534,"Formula_8605","Mevalonic acid","C6H12O4",148.073558872,"3M-2H+Na","ISgroup_16_3_20","16_3",309.2,10822.6,0.192
479.19292,599,"Multiple",479.19008,"Formula_8605","Mevalonic acid","C6H12O4",148.073558872,"3M+Cl","ISgroup_16_3_20","16_3",599,14522.2,0.193
508.22647,406.8,"Multiple",508.22469,"Formula_8607","L-Fucose","C6H12O5",164.068473494,"3M-2H+NH4","ISgroup_16_3_23","16_3",406.8,34749.7,0.226
207.10256,332.8,"Multiple",207.10212,"Formula_861","Allixin","C12H18O4",226.120509064,"M-H2O-H","ISgroup_16_3_11","16_3",332.8,55383,0.103
253.1079,298.3,"Multiple",253.10661,"Formula_8612","2-Methyl-1-methylthio-2-butene","C6H12S",116.065971074,"2M-2H+Na","ISgroup_16_3_11","16_3",298.3,8251.2,0.108
269.07843,334.7,"Multiple",269.08055,"Formula_8612","2-Methyl-1-methylthio-2-butene","C6H12S",116.065971074,"2M-2H+K","ISgroup_16_3_8","16_3",334.7,8137.2,0.078
369.17366,337.7,"Multiple",369.17258,"Formula_8612","2-Methyl-1-methylthio-2-butene","C6H12S",116.065971074,"3M-2H+Na","ISgroup_16_3_18","16_3",337.7,122644.6,0.174
369.17367,280.1,"Multiple",369.17258,"Formula_8612","2-Methyl-1-methylthio-2-butene","C6H12S",116.065971074,"3M-2H+Na","ISgroup_16_3_18","16_3",280.1,240714.5,0.174
369.17398,310.4,"Multiple",369.17258,"Formula_8612","2-Methyl-1-methylthio-2-butene","C6H12S",116.065971074,"3M-2H+Na","ISgroup_16_3_18","16_3",310.4,887702.1,0.174
443.10862,175.2,"Multiple",443.10685,"Formula_8613","2-Propenyl propyl disulfide","C6H12S2",148.038041764,"3M-H","ISgroup_16_3_11","16_3",175.2,4264.9,0.109
460.132,598.4,"Multiple",460.1334,"Formula_8613","2-Propenyl propyl disulfide","C6H12S2",148.038041764,"3M-2H+NH4","ISgroup_16_3_14","16_3",598.4,3293.1,0.132
524.27743,473.8,"Multiple",524.2798,"Formula_8617","Citrulline","C6H13N3O3",175.095691297,"3M-H","ISgroup_16_3_28","16_3",473.8,203416.6,0.277
381.17328,599,"Multiple",381.17394,"Formula_8618","4-Hydroxycitrulline","C6H13N3O4",191.090605919,"2M-H","ISgroup_16_3_18","16_3",599,18481.4,0.173
267.14677,415.3,"Multiple",267.14803,"Formula_8619","N-(3-Methylbutyl)acetamide","C6H13NO",115.099714043,"2M-2H+K","ISgroup_16_3_15","16_3",415.3,36068.3,0.147
366.27266,510,"Multiple",366.27381,"Formula_8619","N-(3-Methylbutyl)acetamide","C6H13NO",115.099714043,"3M-2H+Na","ISgroup_16_3_28","16_3",510,17197.8,0.273
615.1016,209.2,"Multiple",615.0987,"Formula_862","Isoprothiolane","C12H18O4S2",290.064650444,"2M+Cl","ISgroup_16_3_11","16_3",209.2,1728,0.102
414.20291,283.1,"Multiple",414.20528,"Formula_8628","()-2-Propylthiazolidine","C6H13NS",131.076870111,"3M-2H+Na","ISgroup_16_3_21","16_3",283.1,47703.9,0.203
239.09266,335.3,"Multiple",239.09195,"Formula_863","11-(Tetrahydro-6a-hydroxy-23a5-trimethylfuro23-d-13-dioxole-25-diyl)bis-ethanone","C12H18O6",258.110338308,"M-H2O-H","ISgroup_16_3_10","16_3",335.3,281813.4,0.093
773.32672,522,"Multiple",773.32374,"Formula_863","11-(Tetrahydro-6a-hydroxy-23a5-trimethylfuro23-d-13-dioxole-25-diyl)bis-ethanone","C12H18O6",258.110338308,"3M-H","ISgroup_16_3_33","16_3",522,18868.6,0.327
589.15245,588.1,"Multiple",589.14798,"Formula_8636","Isoflurophate","C6H14FO3P",184.066459031,"3M-2H+K","ISgroup_16_3_16","16_3",588.1,9208.1,0.152
295.18875,542,"Multiple",295.19063,"Formula_8637","N-Acetylputrescine","C6H14N2O",130.11061308,"2M+Cl","ISgroup_16_3_19","16_3",542,11247.2,0.189
295.19091,406.8,"Multiple",295.19063,"Formula_8637","N-Acetylputrescine","C6H14N2O",130.11061308,"2M+Cl","ISgroup_16_3_20","16_3",406.8,27383.5,0.191
459.28955,616.6,"Multiple",459.29125,"Formula_8638","L-Lysine","C6H14N2O2",146.105527702,"3M-2H+Na","ISgroup_16_3_29","16_3",616.6,16998.8,0.29
473.28149,552.3,"Multiple",473.28599,"Formula_8638","L-Lysine","C6H14N2O2",146.105527702,"3M+Cl","ISgroup_16_3_29","16_3",552.3,28126.2,0.281
473.28209,551.7,"Multiple",473.28599,"Formula_8638","L-Lysine","C6H14N2O2",146.105527702,"3M+Cl","ISgroup_16_3_29","16_3",551.7,26647.2,0.282
507.27173,464.8,"Multiple",507.27599,"Formula_8639","5-Hydroxylysine","C6H14N2O3",162.100442324,"3M-2H+Na","ISgroup_16_3_28","16_3",464.8,14023.9,0.272
521.26806,485.9,"Multiple",521.27073,"Formula_8639","5-Hydroxylysine","C6H14N2O3",162.100442324,"3M+Cl","ISgroup_16_3_27","16_3",485.9,3922.3,0.268
452.13536,292.2,"Multiple",452.13131,"Formula_864","Osmundalin","C12H18O8",290.100167552,"3M-H+Cl","ISgroup_16_3_14","16_3",292.2,20782.7,0.135
579.19735,599.6,"Multiple",579.19306,"Formula_864","Osmundalin","C12H18O8",290.100167552,"2M-H","ISgroup_16_3_20","16_3",599.6,9143.9,0.197
615.16794,599.6,"Multiple",615.16974,"Formula_864","Osmundalin","C12H18O8",290.100167552,"2M+Cl","ISgroup_16_3_17","16_3",599.6,12762.2,0.168
385.16865,240.7,"Multiple",385.17196,"Formula_8640","L-Arginine","C6H14N4O2",174.111675712,"2M-2H+K","ISgroup_16_3_17","16_3",240.7,116250.2,0.169
521.32267,680.2,"Multiple",521.32775,"Formula_8640","L-Arginine","C6H14N4O2",174.111675712,"3M-H","ISgroup_16_3_33","16_3",680.2,6084.3,0.323
538.35043,514.2,"Unique",538.3543,"Formula_8640","L-Arginine","C6H14N4O2",174.111675712,"3M-2H+NH4","ISgroup_16_3_36","16_3",514.2,13118.6,0.35
557.30265,463.6,"Multiple",557.30443,"Formula_8640","L-Arginine","C6H14N4O2",174.111675712,"3M+Cl","ISgroup_16_3_31","16_3",463.6,8500.9,0.303
383.29011,500.9,"Multiple",383.29202,"Formula_8642","Trimethylaminoacetone","C6H14NO",116.107539075,"3M+Cl","ISgroup_16_3_30","16_3",500.9,3663.8,0.29
395.29867,368.6,"Multiple",395.30009,"Formula_8643","1-Nitrohexane","C6H14NO2",132.102453697,"3M-H","ISgroup_16_3_30","16_3",368.6,4090.3,0.299
417.2854,513.6,"Multiple",417.28203,"Formula_8643","1-Nitrohexane","C6H14NO2",132.102453697,"3M-2H+Na","ISgroup_16_3_29","16_3",513.6,10802,0.285
201.02256,215.2,"Multiple",201.02313,"Formula_8644","S-Methylmethionine","C6H14NO2S",164.074524387,"M-2H+K","ISgroup_16_3_3","16_3",215.2,38124.1,0.023
201.02256,215.2,"Multiple",201.02313,"Formula_8644","S-Methylmethionine","C6H14NO2S",164.074524387,"M+K-2H","ISgroup_16_3_3","16_3",215.2,38124.1,0.023
461.0008,405.6,"Multiple",461.00205,"Formula_8647","(S)-5-Diphosphomevalonic acid","C6H14O10P2",308.006219692,"3M-2H","ISgroup_16_3_1","16_3",405.6,7814.7,0.001
526.9769,387.4,"Multiple",526.97514,"Formula_8648","1D-Myo-inositol 14-bisphosphate","C6H14O12P2",339.996048936,"3M-H+Cl","ISgroup_16_3_98","16_3",387.4,8980.2,0.977
955.23056,688.7,"Multiple",955.23385,"Formula_865","Starch acetate","C12H18O9",306.095082174,"3M-2H+K","ISgroup_16_3_24","16_3",688.7,2742.8,0.231
514.27096,346.8,"Multiple",514.27164,"Formula_8651","1-Deoxy-D-glucitol","C6H14O5",166.084123558,"3M-2H+NH4","ISgroup_16_3_28","16_3",346.8,23173,0.271
519.22222,409.2,"Multiple",519.22704,"Formula_8651","1-Deoxy-D-glucitol","C6H14O5",166.084123558,"3M-2H+Na","ISgroup_16_3_23","16_3",409.2,5349.9,0.222
267.14677,415.3,"Multiple",267.1458,"Formula_8655","(-)-3-(Ethylthio)butanol","C6H14OS",134.07653576,"2M-H","ISgroup_16_3_15","16_3",415.3,36068.3,0.147
273.11082,418.3,"Multiple",273.11185,"Formula_8657","Diisopropyl sulfide","C6H14S",118.081621138,"2M-2H+K","ISgroup_16_3_12","16_3",418.3,8378.9,0.111
389.21181,588.1,"Multiple",389.21427,"Formula_8657","Diisopropyl sulfide","C6H14S",118.081621138,"3M+Cl","ISgroup_16_3_22","16_3",588.1,29810,0.212
167.03485,198.9,"Multiple",167.03475,"Formula_8658","Diisopropyl disulfide","C6H14S2",150.053691828,"2M-H+Cl","ISgroup_16_3_4","16_3",198.9,5777.4,0.035
199.00693,181.3,"Multiple",199.00683,"Formula_8659","Dipropyl trisulfide","C6H14S3",182.025762518,"2M-H+Cl","ISgroup_16_3_1","16_3",181.3,173939.3,0.007
663.5196,751.8,"Unique",663.51752,"Formula_866","S-(22-Dichloro-1-hydroxy)ethyl glutathione","C12H19Cl2N3O7S",419.032076081,"3M+2Cl","ISgroup_16_3_52","16_3",751.8,1869.1,0.52
217.0537,160.7,"Multiple",217.05161,"Formula_8660","Carbachol","C6H15ClN2O2",182.082205441,"2M+2Cl","ISgroup_16_3_6","16_3",160.7,13134.1,0.054
217.0537,160.7,"Multiple",217.05161,"Formula_8660","Carbachol","C6H15ClN2O2",182.082205441,"M+Cl","ISgroup_16_3_6","16_3",160.7,13134.1,0.054
581.21298,629.9,"Multiple",581.21602,"Formula_8660","Carbachol","C6H15ClN2O2",182.082205441,"3M+Cl","ISgroup_16_3_22","16_3",629.9,5314.7,0.213
742.2151,544.4,"Multiple",742.21959,"Formula_8662","5-phosphonooxy-L-lysine","C6H15N2O6P",242.066772734,"3M-2H+NH4","ISgroup_16_3_22","16_3",544.4,8019.3,0.215
778.24806,458.8,"Multiple",778.25329,"Formula_8663","L-Phosphoarginine","C6H15N4O5P",254.078006122,"3M-2H+NH4","ISgroup_16_3_25","16_3",458.8,7230.3,0.248
482.28354,383.8,"Unique",482.28498,"Formula_8665","Triethanolamine","C6H15NO3",149.105193351,"3M+Cl","ISgroup_16_3_29","16_3",383.8,9748.6,0.284
484.26758,389.8,"Multiple",484.26419,"Formula_8665","Triethanolamine","C6H15NO3",149.105193351,"3M-2H+K","ISgroup_16_3_27","16_3",389.8,5976.6,0.268
525.16648,555.3,"Multiple",525.16146,"Formula_867","Tulobuterol","C12H19Cl2NO",263.084369649,"2M-H","ISgroup_16_3_17","16_3",555.3,5297.4,0.166
561.13816,571.7,"Multiple",561.13814,"Formula_867","Tulobuterol","C12H19Cl2NO",263.084369649,"2M+Cl","ISgroup_16_3_14","16_3",571.7,9196.6,0.138
179.10739,332.8,"Multiple",179.1069,"Formula_8670","Homoagmatine","C6H16N4",144.137496532,"M+Cl","ISgroup_16_3_11","16_3",332.8,11832.5,0.107
179.10739,332.8,"Multiple",179.1069,"Formula_8670","Homoagmatine","C6H16N4",144.137496532,"2M+2Cl","ISgroup_16_3_11","16_3",332.8,11832.5,0.107
283.259,598.4,"Unique",283.25916,"Formula_8672","Norspermidine","C6H17N3",131.142247559,"2M-2H+Na","ISgroup_16_3_26","16_3",598.4,34290.8,0.259
345.15551,258.9,"Multiple",345.1539,"Formula_8675","Dimethicone","C6H18OSi2",162.089618264,"2M-2H+Na","ISgroup_16_3_16","16_3",258.9,13708.7,0.156
502.29291,490.1,"Multiple",502.28813,"Formula_8675","Dimethicone","C6H18OSi2",162.089618264,"3M-2H+NH4","ISgroup_16_3_30","16_3",490.1,50509.2,0.293
160.95638,232.8,"Multiple",160.95664,"Formula_8684","24-Dichlorophenol","C6H4Cl2O",161.963920164,"3M-3H","ISgroup_16_3_96","16_3",232.8,12612.5,0.956
160.95638,232.8,"Multiple",160.95664,"Formula_8684","24-Dichlorophenol","C6H4Cl2O",161.963920164,"2M-2H","ISgroup_16_3_96","16_3",232.8,12612.5,0.956
160.95638,232.8,"Multiple",160.95664,"Formula_8684","24-Dichlorophenol","C6H4Cl2O",161.963920164,"M-H","ISgroup_16_3_96","16_3",232.8,12612.5,0.956
328.03251,236.4,"Multiple",328.03102,"Formula_8689","25-Furandicarboxylic acid","C6H4O5",156.005873238,"2M-2H+NH4","ISgroup_16_3_4","16_3",236.4,4393.9,0.033
239.16491,419.5,"Multiple",239.16392,"Formula_869","Neostigmine","C12H19N2O2",223.144652862,"M-2H+NH4","ISgroup_16_3_17","16_3",419.5,14487.8,0.165
481.25721,479.2,"Multiple",481.25871,"Formula_869","Neostigmine","C12H19N2O2",223.144652862,"2M+Cl","ISgroup_16_3_26","16_3",479.2,5411.8,0.257
341.0123,87.1,"Multiple",341.00904,"Formula_8695","4-Fluoromuconolactone","C6H5FO4",160.017186853,"2M-2H+Na","ISgroup_16_3_2","16_3",87.1,12513.7,0.012
679.47267,599,"Multiple",679.47771,"Formula_870","Procarbazine","C12H19N3O",221.152812245,"3M-2H+NH4","ISgroup_16_3_48","16_3",599,24714.4,0.473
255.11445,251,"Multiple",255.11552,"Formula_8703","Benzene","C6H6",78.046950192,"3M-2H+Na","ISgroup_16_3_12","16_3",251,6791.8,0.114
879.59431,708.1,"Multiple",879.59947,"Formula_8707","Lindane","C6H6Cl6",287.860066434,"3M-2H+NH4","ISgroup_16_3_60","16_3",708.1,103484.1,0.594
605.23756,544.4,"Multiple",605.23434,"Formula_871","Glycylprolylhydroxyproline","C12H19N3O5",285.132470733,"2M+Cl","ISgroup_16_3_24","16_3",544.4,71796.2,0.238
871.42218,629.9,"Multiple",871.41668,"Formula_871","Glycylprolylhydroxyproline","C12H19N3O5",285.132470733,"3M-2H+NH4","ISgroup_16_3_43","16_3",629.9,3571.2,0.422
437.14749,292.2,"Multiple",437.14714,"Formula_8711","Dihydropteridine","C6H6N4",134.059246212,"3M+Cl","ISgroup_16_3_15","16_3",292.2,5095.1,0.147
167.03485,198.9,"Multiple",167.03522,"Formula_8712","7-Methylhypoxanthine","C6H6N4O",150.054160834,"2M-H+Cl","ISgroup_16_3_4","16_3",198.9,5777.4,0.035
187.00716,102.8,"Multiple",187.00598,"Formula_8716","6-Methylmercaptopurine","C6H6N4S",166.031316902,"M-2H+Na","ISgroup_16_3_1","16_3",102.8,6082985.7,0.007
187.00716,102.8,"Multiple",187.00598,"Formula_8716","6-Methylmercaptopurine","C6H6N4S",166.031316902,"M+Na-2H","ISgroup_16_3_1","16_3",102.8,6082985.7,0.007
189.005,102.6,"Multiple",189.00408,"Formula_8729","Oxalosuccinic acid","C6H6O7",190.011352546,"3M-3H","ISgroup_16_3_1","16_3",102.6,284879.8,0.005
189.005,102.6,"Multiple",189.00408,"Formula_8729","Oxalosuccinic acid","C6H6O7",190.011352546,"2M-2H","ISgroup_16_3_1","16_3",102.6,284879.8,0.005
189.005,102.6,"Multiple",189.00408,"Formula_8729","Oxalosuccinic acid","C6H6O7",190.011352546,"M-H","ISgroup_16_3_1","16_3",102.6,284879.8,0.005
206.94363,331,"Unique",206.94401,"Formula_8732","Bromobenzene-23-dihydrodiol","C6H7BrO2",189.962942115,"2M-H+Cl","ISgroup_16_3_95","16_3",331,16342.7,0.944
